unixTime,temp,sal,pH
1651286130.0,76.2,35.0,8.2
1651286135.0,77.7,36.0,8.34
1651286140.0,73.3,35.0,8.21
1651286145.0,79.3,34.0,8.35
1651286150.0,77.3,35.0,8.02
1651286155.0,75.0,36.0,8.07
1651286160.0,77.0,34.0,8.19
1651286165.0,78.3,36.0,8.15
1651286170.0,79.3,35.0,8.41
1651286175.0,75.9,35.0,8.05
1651286180.0,78.2,34.0,8.22
1651286185.0,73.1,34.0,8.1
1651286190.0,79.9,34.0,8.48
1651286195.0,75.8,36.0,8.03
1651286200.0,74.5,34.0,8.49
1651286205.0,74.1,36.0,8.24
1651286210.0,79.5,35.0,8.5
1651286215.0,73.5,36.0,8.3
1651286220.0,77.7,36.0,8.02
1651286225.0,74.9,36.0,8.08
1651286230.0,76.1,34.0,8.24
1651286235.0,77.1,35.0,8.17
1651286240.0,76.5,34.0,8.24
1651286245.0,74.8,34.0,8.18
1651286250.0,78.7,36.0,8.15
1651286255.0,77.1,34.0,8.09
1651286260.0,73.1,36.0,8.28
1651286265.0,75.9,34.0,8.06
1651286270.0,74.1,35.0,8.09
1651286275.0,74.1,36.0,8.37
1651286280.0,78.5,36.0,8.26
1651286285.0,74.0,36.0,8.5
1651286290.0,74.2,35.0,8.22
1651286295.0,78.2,36.0,8.37
1651286300.0,75.3,36.0,8.11
1651286305.0,76.6,36.0,8.42
1651286310.0,74.3,34.0,8.42
1651286315.0,77.3,36.0,8.25
1651286320.0,77.4,34.0,8.07
1651286325.0,79.0,34.0,8.05
1651286330.0,73.8,34.0,8.39
1651286335.0,79.5,35.0,8.47
1651286340.0,75.1,35.0,8.09
1651286345.0,73.5,36.0,8.25
1651286350.0,75.4,35.0,8.21
1651286355.0,73.9,36.0,8.03
1651286360.0,74.5,34.0,8.23
1651286365.0,75.8,34.0,8.19
1651286370.0,78.1,36.0,8.41
1651286375.0,76.2,34.0,8.32
1651286380.0,75.7,34.0,8.0
1651286385.0,76.3,34.0,8.21
1651286390.0,79.1,35.0,8.01
1651286395.0,75.3,35.0,8.04
1651286400.0,73.0,36.0,8.33
1651286405.0,74.0,36.0,8.19
1651286410.0,79.7,34.0,8.46
1651286415.0,75.3,35.0,8.26
1651286420.0,75.5,34.0,8.08
1651286425.0,74.4,36.0,8.26
1651286430.0,75.3,36.0,8.0
1651286435.0,77.4,34.0,8.23
1651286440.0,76.4,35.0,8.31
1651286445.0,78.3,36.0,8.16
1651286450.0,76.3,35.0,8.29
1651286455.0,78.1,34.0,8.23
1651286460.0,77.6,34.0,8.23
1651286465.0,73.6,36.0,8.16
1651286470.0,74.7,34.0,8.08
1651286475.0,74.0,36.0,8.13
1651286480.0,77.9,35.0,8.19
1651286485.0,76.7,35.0,8.43
1651286490.0,78.8,34.0,8.09
1651286495.0,77.0,34.0,8.31
1651286500.0,78.3,35.0,8.34
1651286505.0,74.1,36.0,8.07
1651286510.0,73.8,34.0,8.35
1651286515.0,73.9,34.0,8.36
1651286520.0,75.8,34.0,8.1
1651286525.0,77.1,35.0,8.26
1651286530.0,79.5,34.0,8.37
1651286535.0,78.4,36.0,8.04
1651286540.0,78.9,36.0,8.49
1651286545.0,75.2,36.0,8.01
1651286550.0,77.1,36.0,8.27
1651286555.0,77.2,36.0,8.49
1651286560.0,77.8,35.0,8.09
1651286565.0,75.9,35.0,8.24
1651286570.0,73.9,34.0,8.19
1651286575.0,75.8,35.0,8.43
1651286580.0,73.8,34.0,8.43
1651286585.0,77.1,35.0,8.5
1651286590.0,75.4,34.0,8.08
1651286595.0,76.9,35.0,8.25
1651286600.0,79.1,36.0,8.03
1651286605.0,74.3,34.0,8.1
1651286610.0,77.4,35.0,8.32
1651286615.0,79.4,36.0,8.24
1651286620.0,73.6,36.0,8.0
1651286625.0,79.8,34.0,8.17
1651286630.0,73.9,34.0,8.29
1651286635.0,78.5,35.0,8.48
1651286640.0,78.7,36.0,8.46
1651286645.0,79.0,36.0,8.23
1651286650.0,74.5,36.0,8.11
1651286655.0,73.7,35.0,8.35
1651286660.0,75.7,36.0,8.32
1651286665.0,73.8,35.0,8.04
1651286670.0,76.8,34.0,8.22
1651286675.0,73.1,36.0,8.47
1651286680.0,73.1,36.0,8.41
1651286685.0,79.0,34.0,8.13
1651286690.0,79.0,36.0,8.29
1651286695.0,78.0,35.0,8.41
1651286700.0,75.1,34.0,8.07
1651286705.0,79.1,35.0,8.14
1651286710.0,73.7,35.0,8.31
1651286715.0,74.2,36.0,8.15
1651286720.0,77.3,35.0,8.49
1651286725.0,78.6,34.0,8.45
1651286730.0,75.3,35.0,8.49
1651286735.0,78.5,35.0,8.01
1651286740.0,79.2,36.0,8.12
1651286745.0,73.4,34.0,8.18
1651286750.0,74.2,35.0,8.36
1651286755.0,75.3,36.0,8.26
1651286760.0,74.1,35.0,8.12
1651286765.0,78.6,36.0,8.45
1651286770.0,76.7,35.0,8.07
1651286775.0,74.9,34.0,8.44
1651286780.0,73.4,36.0,8.0
1651286785.0,79.0,34.0,8.33
1651286790.0,78.5,34.0,8.33
1651286795.0,73.4,36.0,8.08
1651286800.0,75.5,34.0,8.0
1651286805.0,75.1,35.0,8.1
1651286810.0,77.2,34.0,8.3
1651286815.0,76.6,35.0,8.19
1651286820.0,78.5,34.0,8.12
1651286825.0,74.7,34.0,8.08
1651286830.0,79.1,34.0,8.04
1651286835.0,73.9,36.0,8.42
1651286840.0,77.4,36.0,8.29
1651286845.0,75.5,36.0,8.22
1651286850.0,73.3,36.0,8.0
1651286855.0,78.3,35.0,8.3
1651286860.0,73.7,35.0,8.38
1651286865.0,75.4,34.0,8.2
1651286870.0,76.5,36.0,8.06
1651286875.0,77.1,34.0,8.12
1651286880.0,73.3,36.0,8.41
1651286885.0,76.1,35.0,8.26
1651286890.0,78.3,36.0,8.46
1651286895.0,75.6,34.0,8.28
1651286900.0,73.8,34.0,8.03
1651286905.0,77.2,35.0,8.5
1651286910.0,75.9,34.0,8.43
1651286915.0,79.1,34.0,8.38
1651286920.0,78.8,34.0,8.28
1651286925.0,74.6,34.0,8.41
1651286930.0,79.2,34.0,8.31
1651286935.0,78.3,36.0,8.18
1651286940.0,78.4,35.0,8.43
1651286945.0,75.9,36.0,8.16
1651286950.0,78.8,35.0,8.01
1651286955.0,74.1,34.0,8.41
1651286960.0,76.9,35.0,8.25
1651286965.0,79.4,34.0,8.21
1651286970.0,78.9,35.0,8.04
1651286975.0,73.5,35.0,8.24
1651286980.0,79.7,34.0,8.48
1651286985.0,77.2,34.0,8.47
1651286990.0,73.0,34.0,8.47
1651286995.0,73.1,36.0,8.29
1651287000.0,74.4,35.0,8.27
1651287005.0,78.9,36.0,8.22
1651287010.0,74.0,35.0,8.12
1651287015.0,73.0,34.0,8.28
1651287020.0,79.9,35.0,8.34
1651287025.0,74.5,34.0,8.23
1651287030.0,73.8,36.0,8.34
1651287035.0,75.2,36.0,8.48
1651287040.0,79.8,36.0,8.48
1651287045.0,73.3,35.0,8.42
1651287050.0,76.3,34.0,8.25
1651287055.0,77.5,36.0,8.2
1651287060.0,76.0,35.0,8.16
1651287065.0,75.8,35.0,8.12
1651287070.0,77.1,36.0,8.12
1651287075.0,79.7,34.0,8.36
1651287080.0,76.8,36.0,8.12
1651287085.0,75.2,34.0,8.39
1651287090.0,79.1,35.0,8.27
1651287095.0,74.8,35.0,8.25
1651287100.0,77.8,34.0,8.36
1651287105.0,73.8,34.0,8.2
1651287110.0,76.4,34.0,8.3
1651287115.0,78.5,35.0,8.45
1651287120.0,78.2,34.0,8.48
1651287125.0,77.8,34.0,8.06
1651287130.0,76.3,35.0,8.46
1651287135.0,77.2,36.0,8.29
1651287140.0,75.3,34.0,8.16
1651287145.0,77.4,34.0,8.41
1651287150.0,78.8,35.0,8.17
1651287155.0,77.9,36.0,8.43
1651287160.0,75.6,34.0,8.11
1651287165.0,75.7,35.0,8.38
1651287170.0,79.6,36.0,8.45
1651287175.0,76.3,36.0,8.12
1651287180.0,73.4,36.0,8.38
1651287185.0,77.7,35.0,8.49
1651287190.0,77.6,34.0,8.34
1651287195.0,77.5,36.0,8.29
1651287200.0,74.5,34.0,8.13
1651287205.0,78.0,36.0,8.3
1651287210.0,78.5,35.0,8.07
1651287215.0,79.1,35.0,8.09
1651287220.0,73.2,36.0,8.32
1651287225.0,79.0,35.0,8.36
1651287230.0,73.3,34.0,8.4
1651287235.0,80.0,34.0,8.1
1651287240.0,74.5,34.0,8.08
1651287245.0,80.0,34.0,8.08
1651287250.0,74.0,34.0,8.41
1651287255.0,75.8,34.0,8.49
1651287260.0,76.5,34.0,8.18
1651287265.0,77.8,36.0,8.28
1651287270.0,77.6,36.0,8.49
1651287275.0,76.0,36.0,8.26
1651287280.0,77.2,34.0,8.5
1651287285.0,77.1,36.0,8.44
1651287290.0,76.3,34.0,8.37
1651287295.0,75.1,35.0,8.3
1651287300.0,73.8,35.0,8.12
1651287305.0,73.2,34.0,8.44
1651287310.0,73.2,36.0,8.03
1651287315.0,74.3,36.0,8.23
1651287320.0,75.9,36.0,8.29
1651287325.0,80.0,36.0,8.14
1651287330.0,73.3,36.0,8.45
1651287335.0,76.7,35.0,8.04
1651287340.0,75.1,36.0,8.28
1651287345.0,74.6,35.0,8.22
1651287350.0,75.0,36.0,8.25
1651287355.0,79.2,35.0,8.17
1651287360.0,75.2,36.0,8.4
1651287365.0,78.0,34.0,8.35
1651287370.0,80.0,35.0,8.15
1651287375.0,79.4,34.0,8.16
1651287380.0,75.7,34.0,8.16
1651287385.0,78.3,34.0,8.16
1651287390.0,79.2,35.0,8.3
1651287395.0,77.8,35.0,8.42
1651287400.0,78.1,36.0,8.42
1651287405.0,74.5,35.0,8.28
1651287410.0,74.0,34.0,8.26
1651287415.0,79.8,34.0,8.41
1651287420.0,77.9,35.0,8.15
1651287425.0,75.2,34.0,8.34
1651287430.0,75.2,34.0,8.21
1651287435.0,78.8,35.0,8.5
1651287440.0,76.0,36.0,8.36
1651287445.0,79.7,34.0,8.15
1651287450.0,74.8,34.0,8.36
1651287455.0,78.4,34.0,8.45
1651287460.0,79.4,34.0,8.42
1651287465.0,76.2,35.0,8.21
1651287470.0,76.2,35.0,8.45
1651287475.0,77.1,35.0,8.08
1651287480.0,79.3,34.0,8.09
1651287485.0,74.8,34.0,8.21
1651287490.0,77.7,35.0,8.26
1651287495.0,74.2,36.0,8.18
1651287500.0,73.7,36.0,8.06
1651287505.0,76.4,36.0,8.09
1651287510.0,78.9,35.0,8.04
1651287515.0,75.9,36.0,8.29
1651287520.0,74.6,35.0,8.49
1651287525.0,75.6,35.0,8.09
1651287530.0,74.9,34.0,8.26
1651287535.0,79.3,36.0,8.16
1651287540.0,73.5,35.0,8.15
1651287545.0,78.0,35.0,8.04
1651287550.0,73.4,34.0,8.23
1651287555.0,73.6,34.0,8.42
1651287560.0,79.9,36.0,8.29
1651287565.0,79.0,34.0,8.02
1651287570.0,79.8,34.0,8.2
1651287575.0,78.2,36.0,8.23
1651287580.0,78.5,35.0,8.43
1651287585.0,79.4,35.0,8.27
1651287590.0,75.8,35.0,8.49
1651287595.0,79.9,35.0,8.25
1651287600.0,77.3,34.0,8.36
1651287605.0,77.5,34.0,8.15
1651287610.0,76.1,34.0,8.43
1651287615.0,79.1,34.0,8.34
1651287620.0,77.9,34.0,8.43
1651287625.0,79.9,34.0,8.48
1651287630.0,78.3,36.0,8.24
1651287635.0,79.3,35.0,8.09
1651287640.0,74.0,35.0,8.44
1651287645.0,73.7,36.0,8.25
1651287650.0,75.8,36.0,8.38
1651287655.0,75.7,35.0,8.46
1651287660.0,78.1,35.0,8.2
1651287665.0,75.1,35.0,8.0
1651287670.0,74.2,36.0,8.49
1651287675.0,77.1,34.0,8.13
1651287680.0,76.5,34.0,8.16
1651287685.0,76.5,34.0,8.2
1651287690.0,74.2,34.0,8.2
1651287695.0,73.0,35.0,8.13
1651287700.0,75.7,34.0,8.26
1651287705.0,74.6,35.0,8.23
1651287710.0,77.3,36.0,8.0
1651287715.0,74.2,34.0,8.22
1651287720.0,74.3,36.0,8.44
1651287725.0,74.2,34.0,8.26
1651287730.0,79.7,35.0,8.11
1651287735.0,73.9,34.0,8.1
1651287740.0,78.3,34.0,8.0
1651287745.0,74.3,34.0,8.05
1651287750.0,77.4,34.0,8.3
1651287755.0,77.8,34.0,8.31
1651287760.0,79.5,36.0,8.3
1651287765.0,76.5,35.0,8.03
1651287770.0,76.2,34.0,8.18
1651287775.0,76.0,36.0,8.14
1651287780.0,77.1,35.0,8.03
1651287785.0,78.4,34.0,8.03
1651287790.0,74.4,36.0,8.07
1651287795.0,79.3,35.0,8.42
1651287800.0,78.9,36.0,8.09
1651287805.0,77.4,34.0,8.49
1651287810.0,78.4,35.0,8.19
1651287815.0,76.5,34.0,8.25
1651287820.0,77.6,34.0,8.28
1651287825.0,78.7,36.0,8.47
1651287830.0,77.7,34.0,8.38
1651287835.0,73.2,36.0,8.33
1651287840.0,78.5,34.0,8.04
1651287845.0,73.7,35.0,8.44
1651287850.0,78.0,36.0,8.41
1651287855.0,74.5,34.0,8.11
1651287860.0,74.8,35.0,8.41
1651287865.0,75.5,34.0,8.37
1651287870.0,75.3,34.0,8.11
1651287875.0,78.6,34.0,8.29
1651287880.0,77.3,36.0,8.02
1651287885.0,73.1,36.0,8.34
1651287890.0,74.4,35.0,8.13
1651287895.0,77.2,35.0,8.02
1651287900.0,74.2,34.0,8.23
1651287905.0,73.4,34.0,8.48
1651287910.0,74.8,35.0,8.31
1651287915.0,74.8,34.0,8.39
1651287920.0,79.7,36.0,8.4
1651287925.0,73.5,36.0,8.02
1651287930.0,79.7,36.0,8.45
1651287935.0,76.3,35.0,8.03
1651287940.0,73.8,36.0,8.41
1651287945.0,76.8,35.0,8.07
1651287950.0,77.1,34.0,8.42
1651287955.0,76.5,34.0,8.02
1651287960.0,75.8,34.0,8.37
1651287965.0,74.3,36.0,8.49
1651287970.0,74.7,36.0,8.42
1651287975.0,76.3,34.0,8.22
1651287980.0,74.8,36.0,8.21
1651287985.0,74.6,36.0,8.42
1651287990.0,74.2,35.0,8.26
1651287995.0,73.9,35.0,8.07
1651288000.0,76.4,35.0,8.43
1651288005.0,80.0,35.0,8.29
1651288010.0,77.5,34.0,8.34
1651288015.0,75.1,36.0,8.03
1651288020.0,77.3,34.0,8.36
1651288025.0,76.9,36.0,8.03
1651288030.0,80.0,34.0,8.39
1651288035.0,75.7,36.0,8.05
1651288040.0,74.8,34.0,8.02
1651288045.0,79.9,36.0,8.33
1651288050.0,78.8,34.0,8.16
1651288055.0,74.8,34.0,8.07
1651288060.0,79.7,36.0,8.25
1651288065.0,73.4,35.0,8.46
1651288070.0,78.1,36.0,8.21
1651288075.0,76.5,36.0,8.02
1651288080.0,75.8,35.0,8.4
1651288085.0,78.7,36.0,8.15
1651288090.0,73.4,34.0,8.3
1651288095.0,76.0,36.0,8.03
1651288100.0,78.7,34.0,8.22
1651288105.0,78.5,36.0,8.16
1651288110.0,77.8,34.0,8.17
1651288115.0,76.3,34.0,8.41
1651288120.0,78.5,35.0,8.16
1651288125.0,73.0,35.0,8.29
1651288130.0,77.7,35.0,8.09
1651288135.0,74.8,35.0,8.26
1651288140.0,75.3,35.0,8.48
1651288145.0,77.6,35.0,8.47
1651288150.0,73.0,34.0,8.08
1651288155.0,73.3,35.0,8.15
1651288160.0,76.1,35.0,8.47
1651288165.0,73.9,34.0,8.14
1651288170.0,74.7,36.0,8.31
1651288175.0,75.1,36.0,8.25
1651288180.0,73.3,34.0,8.24
1651288185.0,78.2,34.0,8.5
1651288190.0,78.9,35.0,8.3
1651288195.0,79.3,35.0,8.27
1651288200.0,73.3,35.0,8.13
1651288205.0,76.1,34.0,8.31
1651288210.0,77.3,35.0,8.14
1651288215.0,78.5,35.0,8.27
1651288220.0,73.8,36.0,8.44
1651288225.0,75.5,35.0,8.08
1651288230.0,79.7,34.0,8.17
1651288235.0,73.2,36.0,8.35
1651288240.0,76.8,36.0,8.1
1651288245.0,75.7,35.0,8.42
1651288250.0,78.7,36.0,8.15
1651288255.0,75.3,36.0,8.47
1651288260.0,73.7,35.0,8.16
1651288265.0,79.7,36.0,8.48
1651288270.0,76.9,34.0,8.32
1651288275.0,74.4,36.0,8.38
1651288280.0,79.8,34.0,8.47
1651288285.0,79.0,36.0,8.31
1651288290.0,75.8,36.0,8.48
1651288295.0,76.1,36.0,8.15
1651288300.0,77.7,35.0,8.41
1651288305.0,77.0,36.0,8.3
1651288310.0,78.3,36.0,8.45
1651288315.0,73.9,35.0,8.41
1651288320.0,79.1,34.0,8.0
1651288325.0,78.8,35.0,8.27
1651288330.0,73.7,35.0,8.04
1651288335.0,77.4,34.0,8.24
1651288340.0,79.9,34.0,8.38
1651288345.0,73.7,36.0,8.36
1651288350.0,76.9,36.0,8.14
1651288355.0,74.4,35.0,8.24
1651288360.0,73.8,34.0,8.18
1651288365.0,75.7,35.0,8.08
1651288370.0,78.4,34.0,8.26
1651288375.0,79.9,34.0,8.46
1651288380.0,75.7,34.0,8.04
1651288385.0,74.0,34.0,8.38
1651288390.0,79.7,36.0,8.13
1651288395.0,79.3,35.0,8.33
1651288400.0,75.5,35.0,8.49
1651288405.0,74.2,35.0,8.05
1651288410.0,78.2,35.0,8.02
1651288415.0,78.5,36.0,8.24
1651288420.0,73.1,34.0,8.17
1651288425.0,79.0,36.0,8.39
1651288430.0,75.4,35.0,8.19
1651288435.0,73.4,35.0,8.31
1651288440.0,74.8,36.0,8.36
1651288445.0,74.7,34.0,8.09
1651288450.0,77.2,34.0,8.48
1651288455.0,77.4,34.0,8.23
1651288460.0,74.4,34.0,8.5
1651288465.0,78.8,36.0,8.38
1651288470.0,77.5,34.0,8.16
1651288475.0,74.0,34.0,8.29
1651288480.0,78.5,35.0,8.03
1651288485.0,77.6,35.0,8.25
1651288490.0,78.2,35.0,8.17
1651288495.0,79.2,36.0,8.01
1651288500.0,75.7,35.0,8.09
1651288505.0,77.8,35.0,8.22
1651288510.0,77.5,35.0,8.11
1651288515.0,75.9,34.0,8.44
1651288520.0,76.2,34.0,8.15
1651288525.0,73.8,36.0,8.1
1651288530.0,78.0,34.0,8.4
1651288535.0,76.2,35.0,8.33
1651288540.0,73.3,36.0,8.09
1651288545.0,76.2,35.0,8.11
1651288550.0,78.0,36.0,8.5
1651288555.0,74.0,34.0,8.2
1651288560.0,77.2,35.0,8.05
1651288565.0,74.4,35.0,8.38
1651288570.0,73.1,34.0,8.46
1651288575.0,76.4,36.0,8.2
1651288580.0,79.2,35.0,8.11
1651288585.0,76.8,34.0,8.47
1651288590.0,78.3,36.0,8.38
1651288595.0,78.8,34.0,8.09
1651288600.0,79.1,34.0,8.06
1651288605.0,75.1,34.0,8.08
1651288610.0,73.2,36.0,8.3
1651288615.0,74.2,36.0,8.09
1651288620.0,74.1,36.0,8.4
1651288625.0,75.9,35.0,8.11
1651288630.0,74.1,34.0,8.36
1651288635.0,76.8,35.0,8.02
1651288640.0,77.3,35.0,8.46
1651288645.0,74.8,34.0,8.1
1651288650.0,74.6,34.0,8.26
1651288655.0,77.8,34.0,8.35
1651288660.0,76.6,34.0,8.38
1651288665.0,74.8,35.0,8.04
1651288670.0,77.0,35.0,8.12
1651288675.0,78.5,35.0,8.48
1651288680.0,74.1,36.0,8.39
1651288685.0,75.4,35.0,8.19
1651288690.0,75.4,34.0,8.18
1651288695.0,74.0,35.0,8.05
1651288700.0,75.6,36.0,8.24
1651288705.0,73.2,35.0,8.26
1651288710.0,77.1,36.0,8.48
1651288715.0,73.4,35.0,8.38
1651288720.0,78.1,35.0,8.18
1651288725.0,76.0,35.0,8.16
1651288730.0,76.9,34.0,8.3
1651288735.0,73.1,35.0,8.36
1651288740.0,76.5,34.0,8.39
1651288745.0,77.5,34.0,8.29
1651288750.0,74.5,35.0,8.5
1651288755.0,73.5,34.0,8.16
1651288760.0,74.5,35.0,8.32
1651288765.0,76.9,34.0,8.29
1651288770.0,77.2,36.0,8.04
1651288775.0,75.7,34.0,8.22
1651288780.0,75.9,34.0,8.1
1651288785.0,74.9,35.0,8.06
1651288790.0,73.3,36.0,8.47
1651288795.0,77.3,36.0,8.49
1651288800.0,76.3,34.0,8.21
1651288805.0,78.9,36.0,8.27
1651288810.0,73.9,36.0,8.14
1651288815.0,76.8,34.0,8.26
1651288820.0,73.6,36.0,8.48
1651288825.0,74.8,34.0,8.3
1651288830.0,77.9,35.0,8.32
1651288835.0,79.7,35.0,8.07
1651288840.0,76.4,34.0,8.28
1651288845.0,74.4,35.0,8.48
1651288850.0,77.0,34.0,8.29
1651288855.0,73.3,36.0,8.0
1651288860.0,78.1,36.0,8.22
1651288865.0,76.7,34.0,8.11
1651288870.0,77.2,34.0,8.15
1651288875.0,74.1,34.0,8.2
1651288880.0,76.5,35.0,8.07
1651288885.0,79.5,36.0,8.06
1651288890.0,73.2,34.0,8.34
1651288895.0,75.7,35.0,8.09
1651288900.0,74.2,35.0,8.43
1651288905.0,74.2,34.0,8.49
1651288910.0,79.9,36.0,8.5
1651288915.0,75.2,35.0,8.02
1651288920.0,76.6,34.0,8.42
1651288925.0,77.8,34.0,8.09
1651288930.0,78.2,36.0,8.45
1651288935.0,77.1,35.0,8.19
1651288940.0,78.6,34.0,8.33
1651288945.0,73.0,34.0,8.41
1651288950.0,76.4,36.0,8.48
1651288955.0,78.4,34.0,8.07
1651288960.0,74.6,35.0,8.05
1651288965.0,78.9,35.0,8.32
1651288970.0,77.5,35.0,8.16
1651288975.0,75.8,35.0,8.03
1651288980.0,78.7,34.0,8.46
1651288985.0,79.5,34.0,8.33
1651288990.0,73.9,36.0,8.39
1651288995.0,74.9,34.0,8.32
1651289000.0,73.8,34.0,8.43
1651289005.0,75.8,34.0,8.07
1651289010.0,78.7,35.0,8.11
1651289015.0,77.2,36.0,8.24
1651289020.0,73.4,36.0,8.06
1651289025.0,76.3,34.0,8.42
1651289030.0,76.6,36.0,8.14
1651289035.0,78.4,35.0,8.46
1651289040.0,77.8,35.0,8.44
1651289045.0,76.1,34.0,8.1
1651289050.0,77.2,34.0,8.45
1651289055.0,74.4,36.0,8.01
1651289060.0,76.2,35.0,8.24
1651289065.0,77.8,35.0,8.1
1651289070.0,73.4,36.0,8.05
1651289075.0,73.2,36.0,8.49
1651289080.0,73.2,35.0,8.47
1651289085.0,77.4,35.0,8.18
1651289090.0,73.3,36.0,8.5
1651289095.0,75.0,35.0,8.04
1651289100.0,78.5,34.0,8.37
1651289105.0,75.9,35.0,8.42
1651289110.0,76.6,36.0,8.0
1651289115.0,73.8,36.0,8.04
1651289120.0,77.0,34.0,8.32
1651289125.0,73.8,35.0,8.15
1651289130.0,73.8,35.0,8.11
1651289135.0,78.0,36.0,8.12
1651289140.0,76.9,35.0,8.32
1651289145.0,74.1,34.0,8.15
1651289150.0,78.4,36.0,8.37
1651289155.0,77.8,34.0,8.06
1651289160.0,75.6,35.0,8.08
1651289165.0,73.5,34.0,8.48
1651289170.0,79.4,36.0,8.14
1651289175.0,75.9,36.0,8.49
1651289180.0,79.4,35.0,8.4
1651289185.0,75.9,35.0,8.5
1651289190.0,76.4,35.0,8.11
1651289195.0,75.9,34.0,8.25
1651289200.0,79.7,34.0,8.4
1651289205.0,79.4,35.0,8.39
1651289210.0,76.8,36.0,8.04
1651289215.0,78.6,34.0,8.43
1651289220.0,75.1,34.0,8.16
1651289225.0,76.4,36.0,8.39
1651289230.0,76.2,34.0,8.17
1651289235.0,73.9,34.0,8.13
1651289240.0,73.9,35.0,8.2
1651289245.0,75.2,35.0,8.01
1651289250.0,78.9,34.0,8.36
1651289255.0,74.1,36.0,8.37
1651289260.0,77.7,35.0,8.31
1651289265.0,80.0,34.0,8.03
1651289270.0,76.2,36.0,8.01
1651289275.0,77.0,35.0,8.34
1651289280.0,78.7,36.0,8.02
1651289285.0,77.6,34.0,8.1
1651289290.0,75.6,35.0,8.1
1651289295.0,75.2,36.0,8.5
1651289300.0,73.7,34.0,8.4
1651289305.0,79.9,34.0,8.2
1651289310.0,73.4,36.0,8.17
1651289315.0,74.1,35.0,8.43
1651289320.0,77.3,34.0,8.46
1651289325.0,73.4,35.0,8.14
1651289330.0,78.8,35.0,8.16
1651289335.0,76.4,34.0,8.39
1651289340.0,76.1,36.0,8.02
1651289345.0,75.9,35.0,8.07
1651289350.0,75.6,36.0,8.28
1651289355.0,74.6,34.0,8.14
1651289360.0,79.8,35.0,8.29
1651289365.0,78.1,34.0,8.44
1651289370.0,75.5,36.0,8.2
1651289375.0,79.6,36.0,8.12
1651289380.0,76.7,36.0,8.2
1651289385.0,79.4,34.0,8.19
1651289390.0,73.4,36.0,8.43
1651289395.0,76.9,34.0,8.24
1651289400.0,74.9,35.0,8.05
1651289405.0,78.6,34.0,8.43
1651289410.0,78.6,35.0,8.15
1651289415.0,79.9,35.0,8.34
1651289420.0,74.3,36.0,8.33
1651289425.0,75.3,36.0,8.3
1651289430.0,77.8,35.0,8.05
1651289435.0,76.8,34.0,8.11
1651289440.0,74.7,35.0,8.1
1651289445.0,79.9,36.0,8.22
1651289450.0,74.9,35.0,8.49
1651289455.0,79.1,36.0,8.16
1651289460.0,79.9,35.0,8.08
1651289465.0,78.6,36.0,8.27
1651289470.0,76.5,35.0,8.01
1651289475.0,76.8,34.0,8.35
1651289480.0,75.6,34.0,8.48
1651289485.0,79.0,34.0,8.19
1651289490.0,79.7,35.0,8.43
1651289495.0,77.0,34.0,8.04
1651289500.0,73.5,34.0,8.27
1651289505.0,75.0,36.0,8.13
1651289510.0,75.6,34.0,8.22
1651289515.0,73.1,36.0,8.45
1651289520.0,77.7,36.0,8.1
1651289525.0,76.1,35.0,8.4
1651289530.0,77.8,36.0,8.12
1651289535.0,77.0,35.0,8.18
1651289540.0,75.3,35.0,8.3
1651289545.0,79.5,34.0,8.09
1651289550.0,75.5,36.0,8.39
1651289555.0,79.6,34.0,8.17
1651289560.0,78.7,36.0,8.4
1651289565.0,73.8,34.0,8.47
1651289570.0,75.4,36.0,8.11
1651289575.0,76.7,34.0,8.08
1651289580.0,75.5,34.0,8.11
1651289585.0,78.2,34.0,8.25
1651289590.0,75.9,36.0,8.24
1651289595.0,77.4,34.0,8.37
1651289600.0,75.5,36.0,8.08
1651289605.0,79.8,34.0,8.23
1651289610.0,79.3,36.0,8.2
1651289615.0,77.6,35.0,8.13
1651289620.0,75.4,34.0,8.37
1651289625.0,79.7,36.0,8.3
1651289630.0,77.5,36.0,8.05
1651289635.0,76.6,35.0,8.41
1651289640.0,79.2,36.0,8.44
1651289645.0,74.8,36.0,8.2
1651289650.0,75.9,36.0,8.21
1651289655.0,75.7,36.0,8.32
1651289660.0,74.3,36.0,8.32
1651289665.0,79.8,36.0,8.05
1651289670.0,75.5,36.0,8.12
1651289675.0,74.2,34.0,8.35
1651289680.0,76.8,35.0,8.44
1651289685.0,74.3,35.0,8.15
1651289690.0,75.7,35.0,8.02
1651289695.0,75.9,35.0,8.06
1651289700.0,77.1,35.0,8.06
1651289705.0,76.3,36.0,8.47
1651289710.0,74.9,34.0,8.2
1651289715.0,78.4,34.0,8.06
1651289720.0,77.1,35.0,8.04
1651289725.0,74.2,36.0,8.2
1651289730.0,78.0,34.0,8.47
1651289735.0,76.2,35.0,8.35
1651289740.0,74.9,35.0,8.45
1651289745.0,73.4,35.0,8.31
1651289750.0,76.7,36.0,8.27
1651289755.0,75.6,34.0,8.17
1651289760.0,79.5,36.0,8.08
1651289765.0,79.0,34.0,8.16
1651289770.0,76.2,35.0,8.09
1651289775.0,79.7,34.0,8.17
1651289780.0,77.0,34.0,8.13
1651289785.0,76.2,36.0,8.11
1651289790.0,75.2,36.0,8.15
1651289795.0,73.6,35.0,8.37
1651289800.0,76.6,36.0,8.07
1651289805.0,76.3,35.0,8.29
